Campaign name,Ad set name,Ad name,Day,Age,Gender,Impressions,Reach,Frequency,Clicks (All),Link clicks,CTR (link click-through rate),CPC (cost per link click) (EUR),Amount spent (EUR),Results,Cost per results,Result type
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-27,45-54,Male,3052,1462.0,2.09,65,35,1.15,0.52,18.2,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-15,45-54,Male,2183,,,81,36,1.67,0.36,12.96,1.0,12.96,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-10-11,55-64,Female,909,444.0,2.05,26,13,1.38,0.34,4.42,0.0,,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-17,18-24,Male,1940,1103.0,1.76,40,25,1.3,0.52,13.0,1.0,13.0,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-23,65+,Male,1079,522.0,2.07,24,12,1.14,0.55,6.6,0.0,,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-01,35-44,Female,3331,1823.0,1.83,100,56,1.69,0.54,30.24,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-02,65+,Female,1484,912.0,1.63,45,22,1.51,0.55,12.1,1.0,12.1,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-14,45-54,Male,1514,844.0,1.79,34,23,1.53,0.38,8.74,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-14,25-34,Male,3707,2545.0,1.46,180,92,2.47,0.44,40.48,3.0,13.49,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-02,35-44,Female,2765,2003.0,1.38,69,49,1.79,0.54,26.46,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-03,55-64,Female,1675,910.0,1.84,52,25,1.47,0.41,10.25,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-08-14,35-44,Female,3203,2033.0,1.58,92,56,1.76,0.5,28.0,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-10,35-44,Male,3343,1799.0,1.86,90,43,1.28,0.37,15.91,1.0,15.91,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-18,45-54,Male,2322,1354.0,1.71,106,56,2.4,0.33,18.48,2.0,9.24,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-10-15,45-54,Female,1869,1330.0,1.41,66,37,1.99,0.35,12.95,1.0,12.95,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-11,35-44,Male,2405,1753.0,1.37,50,23,0.94,0.61,14.03,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-31,45-54,Male,1451,751.0,1.93,39,18,1.27,0.53,9.54,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-22,18-24,Male,1867,1000.0,1.87,61,41,2.2,0.43,17.63,1.0,17.63,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-28,65+,Male,531,279.0,1.9,19,9,1.76,0.67,6.03,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-10-17,25-34,Male,3569,2487.0,1.44,54,38,1.05,0.37,14.06,1.0,14.06,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-03,65+,Female,955,582.0,1.64,29,16,1.71,0.59,9.44,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-08-01,35-44,Female,2259,1633.0,1.38,39,21,0.92,0.65,13.65,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-24,25-34,Male,2537,1307.0,1.94,61,27,1.05,0.52,14.04,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-08-17,18-24,Female,1318,739.0,1.78,27,17,1.28,0.48,8.16,0.0,,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-10-10,45-54,Female,2591,1300.0,1.99,53,32,1.22,0.54,17.28,1.0,17.28,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-10-15,35-44,Female,1250,749.0,1.67,45,24,1.92,0.51,12.24,1.0,12.24,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-21,35-44,Female,2061,1121.0,1.84,43,28,1.35,0.45,12.6,1.0,12.6,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-10-17,18-24,Male,1856,921.0,2.02,52,28,1.49,0.44,12.32,1.0,12.32,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-08-31,25-34,Female,2168,1315.0,1.65,93,43,2.0,0.43,18.49,1.0,18.49,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-22,65+,Female,1575,867.0,1.82,71,37,2.33,0.5,18.5,1.0,18.5,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-01,35-44,Female,1981,1054.0,1.88,70,36,1.8,0.51,18.36,1.0,18.36,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-26,18-24,Female,1716,802.0,2.14,40,26,1.52,0.43,11.18,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-07,55-64,Male,2100,1186.0,1.77,53,37,1.78,0.46,17.02,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-25,55-64,Female,2290,1238.0,1.85,102,48,2.11,0.37,17.76,1.0,17.76,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-30,18-24,Female,2687,1247.0,2.15,52,28,1.04,0.36,10.08,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-10,25-34,Male,3828,2870.0,1.33,82,49,1.27,0.65,31.85,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-23,25-34,Male,2821,1562.0,1.81,112,54,1.93,0.42,22.68,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-21,25-34,Female,2828,1852.0,1.53,65,35,1.24,0.45,15.75,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-08-19,55-64,Female,879,472.0,1.86,28,16,1.87,0.52,8.32,0.0,,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-15,55-64,Male,1420,956.0,1.49,47,30,2.14,0.57,17.1,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-24,35-44,Male,1574,863.0,1.82,29,18,1.16,0.61,10.98,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-14,35-44,Female,2328,1513.0,1.54,68,37,1.59,0.38,14.06,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-13,35-44,Male,2994,1904.0,1.57,83,39,1.29,0.52,20.28,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-27,35-44,Female,1279,702.0,1.82,26,16,1.28,0.42,6.72,0.0,,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-03,55-64,Female,2330,1152.0,2.02,63,36,1.55,0.55,19.8,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-25,25-34,Male,5128,2813.0,1.82,211,115,2.24,0.52,59.8,3.0,19.93,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-08-13,65+,Male,1789,1148.0,1.56,56,34,1.89,0.39,13.26,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-16,55-64,Male,2949,2165.0,1.36,59,30,1.01,0.48,14.4,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-26,45-54,Male,3007,2175.0,1.38,82,52,1.73,0.42,21.84,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-08-06,45-54,Female,2273,1599.0,1.42,80,38,1.67,0.43,16.34,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-08-10,65+,Male,1151,724.0,1.59,33,15,1.31,0.62,9.3,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-22,18-24,Male,1743,1117.0,1.56,39,23,1.3,0.53,12.19,1.0,12.19,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-08-01,35-44,Male,4051,2870.0,1.41,75,40,0.99,0.54,21.6,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-09,18-24,Female,1499,848.0,1.77,48,29,1.96,0.58,16.82,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-27,25-34,Male,4329,2264.0,1.91,126,55,1.27,0.55,30.25,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-01,55-64,Female,1142,709.0,1.61,18,12,1.05,0.57,6.84,0.0,,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-18,45-54,Female,3573,2382.0,1.5,124,87,2.43,0.5,43.5,3.0,14.5,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-08-02,35-44,Male,2728,1592.0,1.71,50,35,1.3,0.46,16.1,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-28,55-64,Male,1619,1018.0,1.59,53,26,1.62,0.41,10.66,1.0,10.66,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-26,25-34,Male,1393,670.0,2.08,44,26,1.84,0.44,11.44,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-29,35-44,Female,2037,1031.0,1.98,68,30,1.49,0.37,11.1,1.0,11.1,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-10-14,25-34,Male,3265,1861.0,1.75,126,58,1.78,0.37,21.46,2.0,10.73,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-08,65+,Female,630,433.0,1.45,22,11,1.83,0.61,6.71,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-23,18-24,Male,2036,1190.0,1.71,67,31,1.52,0.42,13.02,1.0,13.02,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-23,25-34,Male,2272,1404.0,1.62,70,45,1.99,0.43,19.35,1.0,19.35,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-26,55-64,Male,1407,700.0,2.01,36,18,1.31,0.45,8.1,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-01,18-24,Female,2147,1248.0,1.72,48,29,1.37,0.52,15.08,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-22,55-64,Male,1445,702.0,2.06,29,21,1.43,0.48,10.08,1.0,10.08,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-16,55-64,Female,2185,1321.0,1.65,55,36,1.66,0.57,20.52,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-24,55-64,Male,1780,886.0,2.01,94,44,2.44,0.5,22.0,1.0,22.0,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-08-30,25-34,Female,2810,2152.0,1.31,79,41,1.47,0.33,13.53,1.0,13.53,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-27,65+,Female,638,393.0,1.62,17,12,1.95,0.57,6.84,0.0,,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-08-10,45-54,Female,3221,1993.0,1.62,64,31,0.95,0.49,15.19,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-19,25-34,Male,3918,2822.0,1.39,121,68,1.74,0.39,26.52,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-06,55-64,Female,1302,599.0,2.17,39,21,1.58,0.5,10.5,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-12,35-44,Male,3201,1835.0,1.74,115,53,1.64,0.49,25.97,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-10-24,25-34,Male,1876,903.0,2.08,60,30,1.61,0.39,11.7,1.0,11.7,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-10-18,55-64,Male,1087,704.0,1.54,28,13,1.15,0.57,7.41,0.0,,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-30,55-64,Female,1813,954.0,1.9,54,33,1.81,0.44,14.52,1.0,14.52,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-27,35-44,Female,2987,2259.0,1.32,104,54,1.81,0.45,24.3,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-08-23,35-44,Male,2571,1568.0,1.64,77,35,1.35,0.42,14.7,1.0,14.7,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-13,55-64,Male,2125,1082.0,1.96,49,24,1.12,0.34,8.16,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-24,35-44,Male,2584,1892.0,1.37,37,21,0.82,0.63,13.23,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-16,65+,Male,1027,525.0,1.96,25,14,1.32,0.57,7.98,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-15,18-24,Male,2399,1350.0,1.78,60,31,1.29,0.55,17.05,1.0,17.05,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-17,35-44,Male,2460,1290.0,1.91,44,21,0.87,0.38,7.98,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-08-06,55-64,Female,1869,1339.0,1.4,57,32,1.72,0.5,16.0,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-10-16,35-44,Female,2506,1712.0,1.46,59,31,1.22,0.35,10.85,1.0,10.85,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-08-03,25-34,Female,2867,2068.0,1.39,109,50,1.76,0.45,22.5,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-06,55-64,Male,1849,1245.0,1.49,54,30,1.62,0.38,11.4,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-02,45-54,Female,3080,1457.0,2.11,67,33,1.07,0.36,11.88,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-08-15,65+,Female,496,307.0,1.62,16,9,1.76,0.44,3.96,0.0,,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-13,18-24,Female,1852,887.0,2.09,39,22,1.18,0.56,12.32,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-08-27,65+,Male,593,417.0,1.42,17,12,2.0,0.36,4.32,0.0,,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-30,25-34,Female,3307,2476.0,1.34,134,62,1.88,0.48,29.76,2.0,14.88,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-19,45-54,Male,1418,823.0,1.72,45,20,1.42,0.52,10.4,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-20,18-24,Female,2669,1419.0,1.88,78,39,1.47,0.4,15.6,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-24,45-54,Male,1573,823.0,1.91,33,23,1.47,0.59,13.57,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-08-10,55-64,Female,1838,1265.0,1.45,48,28,1.54,0.3,8.4,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-20,55-64,Female,2133,1601.0,1.33,69,36,1.68,0.48,17.28,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-15,25-34,Female,2552,1474.0,1.73,57,35,1.36,0.46,16.1,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-08,35-44,Female,2200,1165.0,1.89,59,36,1.62,0.51,18.36,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-10-14,25-34,Male,3224,1709.0,1.89,102,58,1.8,0.54,31.32,1.0,31.32,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-11,25-34,Female,4268,2825.0,1.51,99,64,1.51,0.4,25.6,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-08-18,55-64,Male,818,392.0,2.09,24,13,1.59,0.37,4.81,0.0,,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-09,18-24,Male,1948,1104.0,1.76,47,23,1.19,0.56,12.88,1.0,12.88,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-23,55-64,Male,2670,1340.0,1.99,52,28,1.05,0.57,15.96,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-07-01,45-54,Male,2897,2044.0,1.42,65,45,1.57,0.59,26.55,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-08-28,65+,Male,1422,,,50,22,1.53,0.38,8.36,1.0,8.36,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-14,55-64,Male,1248,763.0,1.64,31,21,1.69,0.37,7.77,1.0,7.77,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-05,35-44,Female,2412,1350.0,1.79,75,34,1.41,0.33,11.22,1.0,11.22,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-07-01,35-44,Male,3931,2749.0,1.43,103,48,1.23,0.42,20.16,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-07-03,45-54,Male,3332,2253.0,1.48,62,33,1.0,0.49,16.17,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-06,65+,Female,788,415.0,1.9,26,13,1.66,0.52,6.76,0.0,,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-08-21,65+,Female,1722,943.0,1.83,30,21,1.22,0.49,10.29,1.0,10.29,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-08-10,18-24,Male,2423,1456.0,1.66,48,32,1.33,0.44,14.08,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-07,65+,Male,1856,997.0,1.86,63,33,1.8,0.45,14.85,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-28,55-64,Female,2475,1174.0,2.11,61,37,1.5,0.37,13.69,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-13,35-44,Female,2700,1440.0,1.88,43,31,1.16,0.31,9.61,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-04,65+,Male,1779,1128.0,1.58,48,29,1.62,0.55,15.95,1.0,15.95,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-10,55-64,Female,2465,1130.0,2.18,117,58,2.36,0.44,25.52,2.0,12.76,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-01,55-64,Male,2704,1980.0,1.37,71,39,1.44,0.45,17.55,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-23,55-64,Female,1901,938.0,2.03,37,20,1.07,0.36,7.2,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-13,35-44,Female,2307,1295.0,1.78,59,39,1.67,0.6,23.4,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-23,18-24,Male,1477,1051.0,1.41,44,31,2.1,0.45,13.95,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-08-25,65+,Female,1276,722.0,1.77,51,26,2.04,0.32,8.32,1.0,8.32,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-03,25-34,Female,3627,1723.0,2.11,90,47,1.28,0.5,23.5,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-19,65+,Male,1674,1218.0,1.37,65,35,2.08,0.4,14.0,1.0,14.0,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-19,25-34,Male,3353,2433.0,1.38,88,47,1.4,0.39,18.33,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-10-18,25-34,Female,2755,1910.0,1.44,76,46,1.67,0.52,23.92,1.0,23.92,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-08-16,35-44,Male,4455,2833.0,1.57,148,101,2.27,0.39,39.39,3.0,13.13,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-29,35-44,Male,2343,1707.0,1.37,72,33,1.42,0.37,12.21,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-29,18-24,Female,2311,1346.0,1.72,66,40,1.72,0.56,22.4,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-10-06,25-34,Male,1463,954.0,1.53,50,28,1.89,0.4,11.2,1.0,11.2,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-14,65+,Male,1127,655.0,1.72,31,22,1.92,0.49,10.78,1.0,10.78,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-08-11,45-54,Male,2107,1229.0,1.71,59,35,1.66,0.66,23.1,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-08,45-54,Female,1886,931.0,2.03,62,33,1.77,0.59,19.47,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-06,35-44,Male,2038,1020.0,2.0,52,30,1.48,0.49,14.7,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-09,65+,Female,1805,924.0,1.95,90,44,2.43,0.33,14.52,1.0,14.52,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-10-22,35-44,Female,2423,1258.0,1.93,64,29,1.19,0.46,13.34,1.0,13.34,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-28,45-54,Female,2479,,,83,36,1.44,0.63,22.68,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-07,18-24,Female,1655,961.0,1.72,37,23,1.39,0.5,11.5,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-15,65+,Male,1405,754.0,1.86,20,13,0.93,0.45,5.85,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-29,55-64,Female,756,420.0,1.8,27,15,2.03,0.49,7.35,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-09,65+,Male,2086,1311.0,1.59,49,26,1.25,0.46,11.96,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-20,65+,Female,1047,492.0,2.13,41,19,1.79,0.7,13.3,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-09,35-44,Female,3685,2290.0,1.61,168,84,2.27,0.34,28.56,3.0,9.52,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-08-11,25-34,Female,2215,1299.0,1.71,51,34,1.51,0.45,15.3,,,
